emotion,text,content
2,悲情英格兰,['悲情']
0,唬人用的,[]
0,真是难得,[]
0,会逆袭,[]
0,我还露脸了,[]
0,不行么,[]
0,94被吃了,[]
1,实力完爆杨,['完爆']
1,我也爱伞哥,['爱']
0,不甜的,[]
0,13顶天,[]
0,就是铁锅,[]
0,贤妹早啊,[]
2,新加坡躺枪,['躺枪']
0,在此何事,[]
0,更新啊,[]
1,对...,['对']
0,谁一千万,[]
0,4万多了已经,[]
0,恩，就这样,[]
0,温太滑,[]
0,搜索前几名,[]
0,现代诗,[]
1,goodquestion,['goodquestion']
0,或者大巴黎,[]
0,不服约！,[]
0,不系安全带,[]
0,应该是做饼,[]
0,想到了穆鸟,[]
0,进了一个,[]
0,Mane还有戏吗,[]
0,懂法就好,[]
0,逻辑合格！,[]
1,哈哈巧了,['哈哈']
0,两个都不要,[]
0,兔尾巴,[]
0,忘了歌词了,[]
1,嗯说的不错,['不错']
0,黝黑亏院,[]
0,必须是娜娜,[]
0,这臀部,[]
0,依云买不起,[]
2,煞笔…,['煞笔']
0,劫瞎子妖姬,[]
1,勤奋啊,['勤奋']
0,jjjjjjjjjjjjjjjj,[]
0,什么叫2,[]
0,210貌似,[]
0,2平皇马了。,[]
0,这是宾克斯,[]
0,我初一,[]
0,方慌,[]
0,还得是英镑,[]
0,老耳干的,[]
0,@夏无忌,[]
0,应景啊,[]
0,b站搜90元圣,[]
0,也去看看,[]
0,真心不小了,[]
2,结局神坑,['坑']
1,十送红军,['十送红军']
0,我猫传奇,[]
2,我罗不开心,['不开心']
0,苗刀吧,[]
0,白洁,[]
0,没那东西,[]
0,买谁？,[]
0,你脸疼吗？,[]
1,双手赞成,['赞成']
2,女人不能娶,['不能娶']
0,肯定的没跑,[]
1,机智。。,['机智']
0,偏题了。,[]
0,武媚娘,[]
0,小号吗？,[]
0,幼儿园啊,[]
0,卢森堡呢,[]
0,"步步高,HTC",[]
0,神棍,[]
0,非常需要,[]
0,保送天龙人,[]
0,主要看气质,[]
0,萌斯塔,[]
0,双个J820,[]
2,心疼老板,['心疼']
0,犯罪电影？,[]
0,瞅你咋地,[]
2,怎么不叫,['不叫']
2,切你鸡鸡？,['切你鸡鸡']
0,不科学....,[]
0,看箭头方向,[]
0,戈恩局长…,[]
0,我以前同学,[]
0,我们这也有,[]
0,老哥搞基么,[]
0,必备,[]
0,刘越金象凯,[]
0,如果...,[]
0,老妖,[]
2,怕死,['怕死']
0,修了音啊,[]
0,不好笑,[]
2,现在愁电视,['愁']
0,死神！,[]
2,妄议朝政？,['妄议']
0,小心眼,[]
0,有p图的吗,[]
0,还是忘不了,[]
0,值日生,[]
0,什么型号的,[]
0,毛串,[]
0,刺匪也是匪,[]
1,温格真稳。,['真稳']
0,出来么,[]
2,太傲娇了,['傲娇']
0,五年前,[]
0,希丁克,[]
0,曹还是郭？,[]
0,发给我吧,[]
0,别，贵,[]
1,懂行之人,['懂行']
1,微信可以,['可以']
0,孔雀,[]
0,后入老司机,[]
0,小玲,[]
0,救不好,[]
0,惠州淡水,[]
0,你瞅新闻,[]
0,吹波Q,[]
0,多少分,[]
0,还有老罗！,[]
0,不会瞌睡了,[]
2,12fansclub也贵,['贵']
0,但是香草,[]
2,臭脚公公,['臭脚']
0,钢结构底座,[]
0,五神龙,[]
0,讲讲啥情况,[]
0,我一折都行,[]
0,钦此,[]
0,哈啤笑尿,[]
1,手工点赞,['点赞']
1,你乖,['你乖']
0,基基,[]
2,三亚减分,['减分']
0,赵老师……,[]
0,福德是352,[]
0,联赛？,[]
0,珠江路,[]
2,还有搞基,['搞基']
0,西安换成都,[]
0,无机之谈,[]
1,比林加德强,['强']
0,前前夫,[]
2,轻喷,['轻喷']
0,太强悍了,[]
0,小破车,[]
0,下面有,[]
0,后来他死啦,[]
0,这个赛季啊,[]
2,WWE不服,['不服']
0,木崎尤利娅,[]
0,合格的哈林,[]
0,必入,[]
0,套图,[]
0,就是菜包子,[]
0,原来是影帝,[]
1,大神来,['大神']
0,哈哈有缘,[]
0,也进餐桌了,[]
2,煞笔滚远点,['煞笔滚远点']
2,G5更加坑爹,['坑爹']
0,先挤一挤,[]
0,肿么有趣,[]
0,恒大,[]
0,果断不批,[]
0,那叫变性人,[]
0,7000万左右。,[]
0,他多高,[]
0,啷个啦,[]
2,大白天偷油,['偷油']
0,5儿子路过,[]
0,也没准能,[]
0,kaopuestone,[]
0,我刘能,[]
1,曾主说的对,['对']
0,他却死了,[]
0,红米好用不?,[]
1,还挺幽默,['幽默']
0,没有黑,[]
1,晏大夫不错,['不错']
1,加油小伙子,['加油']
0,你是几百k吧,[]
0,"0,也不会要5",[]
0,许贤快开车,[]
2,大魔王,['大魔王']
0,我听过几首,[]
0,带我修车呗,[]
2,瓦尔迪吃屎,['吃屎']
0,人家全胜,[]
0,你这是？,[]
0,半个月,[]
0,不骂女生,[]
0,曼吃屎特黏,[]
0,学习用的,[]
0,记得按住啦,[]
0,你好美,[]
2,好多泪,['泪']
0,1好像,[]
0,中华坊啊,[]
0,和c罗比呢？,[]
0,当时我也是,[]
0,华东工学院,[]
0,英超号,[]
0,哈哈看穿了,[]
1,大爱草娥,['大爱']
1,BT变态稳,['稳']
0,2010年了吧,[]
0,原来这样，,[]
0,黝黑斯莫林,[]
0,写的？？？,[]
0,你胡说！,[]
0,还真踢过,[]
0,来杭州踢,[]
0,赛罗他老爹,[]
0,剧透敢不敢,[]
1,层主ID不错,['不错']
0,因莫比莱,[]
1,棒👍,['棒']
0,去！,[]
0,哥是老中医,[]
2,坐等作死,['作死']
2,年薪不高,['不高']
1,演技满分,['满分']
0,这是我女神,[]
0,毕业了吗？,[]
1,大荷兰,['大']
0,染黄,[]
0,早晚的事,[]
0,我没有小号,[]
0,18590238,[]
0,被吧务删了,[]
0,篮球会看腻,[]
0,神奇的国度,[]
0,想起卡卡,[]
0,你孩子,[]
0,多隆。,[]
0,情侣装？,[]
0,必中,[]
0,名字错了,[]
0,自己定的？,[]
0,@hello小海星,[]
0,女足那个？,[]
0,我能艹哭你,[]
0,应该15级,[]
0,楼主zz,[]
0,查了一下183,[]
0,你玩嘛,[]
2,真假啊！,['假']
0,吞下去,[]
0,买经验,[]
0,怎么解的？,[]
1,就喜欢他,['喜欢']
1,这功夫了得,['了得']
0,十四还少,[]
0,草莓,[]
2,得罪肠胃,['得罪']
0,一刀,[]
0,民智未开,[]
0,他的号。。,[]
0,小乔妹妹呢,[]
2,别纵欲过度,['纵欲过度']
0,小时候超爱,[]
0,好友感怀,[]
0,加内特吗,[]
2,卵用没有,['卵用没有']
0,你山东人啊,[]
0,不象吧,[]
0,我看过啊,[]
0,林俊杰JJ80,[]
0,楼下有图,[]
0,属于神经刀,[]
0,估计不会来,[]
0,价位，类型,[]
1,有点低调啊,['低调']
2,挺能砸钱,['能砸钱']
0,360n4S,[]
0,想考哪,[]
0,是steam的吗,[]
0,求扫,[]
2,动画坑,['坑']
0,没说你,[]
0,杨紫,[]
0,失野浩二,[]
0,科普不错,[]
0,你漏了腾讯,[]
0,天体浴？,[]
0,75年,[]
1,操作满分！,['满分']
0,呆湾狼,[]
0,台湾,[]
0,影射着,[]
0,复活了？,[]
0,"Yes,是的",[]
0,去百度看看,[]
0,我有忽略？,[]
0,你好谢谢,[]
0,求最后一段,[]
0,跟我厂叫板,[]
2,菜逼不解释,['菜逼']
0,前釦的,[]
0,曹妩姬,[]
0,泡泡胶,[]
2,亲生的吃屎,['吃屎']
0,与肩同宽,[]
0,忘了4比4了,[]
0,不还是xjbt吗,[]
0,那是沈括,[]
0,严肃就输啦,[]
0,节哀，义士,[]
0,安均璨吧,[]
0,那不行了，,[]
0,杨慎,[]
0,萌儿,[]
0,软籽硬籽？,[]
2,楼主傻比,['傻比']
0,你这坟挖的6,[]
0,叶黑娜娜,[]
1,霍建华好嫩,['好嫩']
1,很喜欢这位,['很喜欢']
0,跟马塔一样,[]
0,长者之哈,[]
0,是不太明显,[]
0,6p一拖五,[]
2,被我拒绝了,['拒绝']
2,别骂人啊,['别骂人']
2,自作聪明,['自作聪明']
0,图是谁？,[]
0,摸金校尉,[]
1,这个挺赞的,['赞']
0,捕鱼为业,[]
0,吐死,[]
2,疯狗一只,['疯狗']
0,鲁熊薪,[]
0,戈隆→_→,[]
0,想想盖坦,[]
0,像你爸,[]
0,不冤枉啊。,[]
0,求下树,[]
2,皇马没钱买,['皇马没钱']
0,床上官宣,[]
0,得牌,[]
0,没水药丸,[]
0,老哥有钱,[]
0,松井玲奈~~,[]
0,也就edg能看,[]
0,哪里问的？,[]
2,婊子都不如,['婊子都不如']
0,绝症？,[]
0,原谅你了,[]
0,字母罗……,[]
0,赶紧买买买,[]
0,你得,[]
1,0绝杀,['绝杀']
0,不是青训,[]
0,腿是的肌肉,[]
0,让他气死了,[]
0,外国人,[]
0,艾特我干嘛,[]
0,机械化,[]
0,穆丁加伊,[]
0,这事实啊,[]
1,数学不错,['不错']
0,哥在家,[]
0,兵哥？,[]
0,当年姐……,[]
1,加油楼楼,['加油']
0,留名慢慢看,[]
2,输了多少？,['输了']
0,继续装逼,[]
0,将军啊！,[]
0,我都大三了,[]
1,孔蒂笑了,['笑']
1,撕得漂亮,['漂亮']
0,这是9527,[]
0,想想中国梦,[]
1,前边好看,['好看']
2,犯罪,['犯罪']
0,太溜了,[]
0,宝马Z4,[]
0,前排挤挤,[]
2,哎～～闹心,['闹心']
0,就是68吧,[]
0,不得善终,[]
1,妹子你好,['你好']
0,毕竟瞎子,[]
0,秀晶,[]
0,一天一瓶,[]
0,通病,[]
0,z-soccer看看,[]
0,求1线牌子...,[]
0,鸭子侦探呢,[]
1,很好看呀,['好看']
0,@梦汇达拉斯,[]
0,上海同求群,[]
0,冻感冒咋整,[]
0,怎么搞,[]
0,secret的poison,[]
0,拉影加油哦,[]
0,光头的呢？,[]
0,边关窝事,[]
0,又被平均了,[]
0,荒原,[]
1,这个太棒了,['太棒了']
0,又出庭了？,[]
2,该死，活该,['活该']
0,不是3000w么,[]
2,伤的挺重的,['伤的挺重']
0,没进大名单,[]
1,打的漂亮,['漂亮']
0,泰利...,[]
0,一个杰拉德,[]
0,19.99是吗？,[]
0,试飞了？？,[]
0,在那付费呀,[]
0,全球服,[]
0,那谁五块了,[]
0,踢球,[]
1,更火了,['更火了']
0,霍村吗？,[]
1,卧虎藏龙啊,['卧虎藏龙']
0,大的五角星,[]
2,黄驴滚粗！,['滚粗']
2,枪法拙计,['拙计']
0,表白我丹三,[]
2,可惜个P,['可惜个P']
0,北川瞳,[]
2,好，微抠,['微抠']
2,留个毛,['留个毛']
0,勿入约肛贴,[]
0,老师判作业,[]
0,几点到啊,[]
1,好球已撸,['好球']
0,不做假账,[]
0,有点像唐宁,[]
0,轻巡雷巡,[]
0,必然是网鞋,[]
2,智商着急,['着急']
0,说的中肯顶,[]
2,卧槽毁灭日,['卧槽毁灭日']
0,我指最近,[]
0,唐宣宗加的,[]
1,对呀约嘛,['对呀']
0,这个绝了,[]
0,有点像奶茶,[]
0,去掉什么,[]
0,这腿满分！,[]
0,远离大祸车,[]
0,布兰特,[]
0,埃尔顿吗,[]
0,卧槽，路虎,['卧槽，路虎']
0,微积分,[]
0,不是验血吗,[]
0,早晚要去的,[]
2,万懒得打了,['懒得打']
0,孟菲斯乱入,[]
0,90以上,[]
0,叫我吗,[]
0,你瞎啊？！,[]
0,有用吗哦,[]
0,马内吧？,[]
2,不想看到我,['不想看到']
0,一起玩？,[]
0,喝水！,[]
1,快的很,['快的很']
0,我给满分,[]
0,4丫大水蛋,[]
0,双脚赞成,[]
0,必须刘涛,[]
1,是啊，不远,['是啊']
0,武大的？,[]
0,你是大傻比,[]
0,这图？,[]
0,小强。,[]
0,很近呀,[]
0,是学校的墙,[]
0,双子星,[]
0,、华山,[]
0,开玩笑的,[]
0,9？,[]
0,你老年卡,[]
0,剩一年合同,[]
0,在哪的？,[]
0,伊布也一样,[]
0,鸟先来再说,[]
0,11啊,[]
0,还在发育？,[]
0,图呢，图呢,[]
1,农民能赢,['能赢']
0,怪生动的,['生动']
0,廊坊发展,[]
0,刚月考完,[]
0,玩过几分钟,[]
0,一起玩fifa吧,[]
2,男的被肛了,['被肛']
0,你要后入秋,[]
0,嗯都是EA的,[]
0,伟大...,[]
2,我就滑稽了,['滑稽']
0,彩票钱,[]
0,没扣分吧,[]
2,18个还不行,['还不行']
0,美帝良心想,[]
0,这还想活？,[]
0,北京土狗？,[]
0,不卖皇马傻,[]
0,没贵族？,[]
0,就是五只,[]
0,尝尝鲜,[]
0,0不算0封？,[]
0,说现在实力,[]
0,你先试试，,[]
0,晚上吧,[]
0,4年吧,[]
2,你个蠢蛋,['蠢蛋']
0,只租不卖,[]
0,此间的少年,[]
0,低头往回走,[]
0,我觉得会死,[]
0,打场友谊赛,[]
0,中锋大前,[]
0,zz泥豪,[]
2,冷血人狼,['冷血']
0,基格尔德？,[]
2,受惊了,['受惊']
0,确定能洗？,[]
0,这个是粉色,[]
0,还饮人头马,[]
2,又一黑粉,['又一黑粉']
0,自己百度去,[]
2,看穿了,['看穿']
0,冲上云霄,[]
0,非机动车道,[]
0,主要是钱.,[]
2,完全不用,['不用']
0,好像某人,[]
0,J教皇,[]
1,这个期待,['期待']
2,畜生滚,['畜生滚']
1,好感动啊,['好感动']
2,确实烦,['烦']
0,巨星政策,[]
0,都有头发,[]
0,貌似就是你,[]
0,哈特多大了,[]
0,这张最像了,[]
2,剁屌,['剁屌']
1,楼上都好6,['6']
0,姓党的呢？,[]
0,这图真笑尿~,[]
0,0506的,[]
0,校长好,[]
1,确实很漂亮,['漂亮']
1,选战不错,['不错']
1,层主在反讽,['反讽']
2,你邪恶了,['邪恶']
1,长传好准,['好准']
0,7小时,[]
0,哥哥救我,[]
0,刘秀，范蠡,[]
0,@娜娜,[]
0,这个是墨子,[]
2,是够煞笔的,['煞笔']
2,脏马桶,['脏']
0,专演坏人,[]
0,蓝灯,[]
0,这酒怎么样,[]
0,三月,[]
0,抽脸,[]
1,对啊，唉,['对']
0,cybailjh等级,[]
1,这数学满分,['满分']
1,全黑挺酷的,['酷']
0,coach亮了,[]
0,这呢,[]
1,名字瞩目,['名字瞩目']
0,是本地人,[]
2,巴黎有毛病,['有毛病']
0,可能来我魔,[]
0,内饰更新没,[]
0,各位其主,[]
0,你这ID。,[]
2,盗版可耻,['盗版可耻']
0,财管,[]
0,巴士，的士,[]
0,求一个,[]
0,午安,[]
0,垃圾吧倒吧,[]
0,有爽到吗,[]
0,小时候捞鱼,[]
0,不是吧啥味,[]
0,求给个龙套,[]
0,为什么封,[]
0,团长咋整,[]
0,路人应该有,[]
2,吊得吃独食,['吃独食']
0,春天的熊,[]
0,多少?,[]
0,水之精液,[]
0,梅花村吧？,[]
0,坐等TOP0,[]
2,情节弱智,['弱智']
0,土豆,[]
0,国产叫黑星,[]
0,夏普,[]
0,刺激不,[]
0,暴露伪球迷,[]
0,我安亭的,[]
0,你继续出。,[]
0,小狗丧尸,[]
0,又要开耍了,[]
1,收藏，增值,['增值']
1,LOVEYOU,['LOVEYOU']
0,余文乐呢？,[]
0,莫哄我,[]
0,人满了吧,[]
0,一页一个字,[]
2,马上煮了你,['煮了你']
0,我57带我吗,[]
1,那还可以嘛,['还可以']
0,睡她咯,[]
0,提亚马特,[]
0,千分制？,[]
0,周树人,[]
0,国军是what？,[]
0,必须鸟,[]
0,查哥,[]
2,小国际卧底,['卧底']
0,😰什麽鬼,[]
2,码得白,['码得']
0,你那小儿科,[]
0,球裤？,[]
0,长得像,[]
1,二楼满分,['满分']
0,你不睡觉,[]
0,赢的说了算,[]
0,好熟悉的id,[]
0,可修族,[]
0,先看看风向,[]
0,拉米均,[]
0,这个我吃过,[]
0,这小伙会玩,[]
0,德尚？,[]
0,后排偷看,[]
0,深圳姐,[]
0,稳如车,[]
0,三鹿喝多了,[]
0,提前释放了,[]
0,查查,[]
0,心在跳跳跳,[]
0,都首发了,[]
0,115笑了,[]
1,这张贼经典,['经典']
0,"看楼主id,",[]
0,制服你,[]
2,还有菊花残,['残']
1,8.5依旧稳健,['稳健']
2,大清早亡了,['早亡了']
0,那也是撸黑,[]
0,雷托齐格勒,[]
0,沙俄,[]
0,布朗也来了,[]
0,吃梨了,[]
0,妮乐,[]
0,影流之主～,[]
0,很多人的,[]
0,我就在旁边,[]
0,著名粪坑,[]
1,C罗萌萌,['萌萌']
0,TJ带带我,[]
0,中国3块,[]
0,总资产-负债,[]
0,神秘之法,[]
0,连连看,[]
0,乔文科。。,[]
1,英语不错的,['不错']
0,就是曹仁,[]
2,大腿哆嗦,['哆嗦']
0,宠開东莞,[]
0,惊到了,[]
0,是虞美人花,[]
0,同锅巴,[]
1,同样喜欢,['喜欢']
0,戴高乐,[]
0,师母一呆,[]
2,忙啊,['忙']
0,为什么要3年,[]
0,威胁的好,[]
0,怎么客场1,[]
0,有的比么,[]
2,抄袭可耻,['抄袭可耻']
0,来西安,[]
2,悲剧。。,['悲剧']
0,已被取,[]
0,卡神的位置,[]
2,又黑T9,['又黑']
0,希望去门兴,[]
0,受精卵,[]
0,毒龙无疑,[]
0,艾瑞泽5,[]
0,买个小水滴,[]
1,满赞。,['满赞']
0,歌名么……,[]
0,楼主呢？,[]
1,卧得挺6啊,['挺6']
0,桶哥,[]
0,海天酱油,[]
0,19年？,[]
0,忘了她吧,[]
0,你没看那场,[]
0,化工厂多吗,[]
1,笑到抽筋,['笑']
2,还一直恶心,['恶心']
0,还能挤吗？,[]
2,note7才会炸,['炸']
0,你唱的？,[]
1,同情宝宝,['同情']
0,试试签名,[]
2,吴奇隆早泄,['早泄']
2,好老的贴,['好老']
1,贤妻。,['贤妻']
0,就2个。,[]
0,稳如跑远,[]
0,司马超是谁,[]
2,待遇不好?,['不好']
2,角度刁钻.,['刁钻.']
0,利物浦呢？,[]
0,出球确实慢,[]
0,坐等下海,[]
0,他是连任,[]
0,乌鲁木齐,[]
0,是28,[]
2,心疼我法,['心疼']
0,钱然后颜值,[]
0,金嗓子喉片,[]
1,哈哈6666会玩,['6666']
0,还有这称号,[]
0,哥谭？,[]
1,GOODLUCK。,['GOODLUCK']
0,很像叶良辰,[]
0,骡子就算了,[]
2,此网站已废,['废']
0,淘宝呀！,[]
0,博向前,[]
0,葡草,[]
0,有钱也不去,[]
0,法国+1,[]
0,这是三级,[]
2,我也很无聊,['无聊']
2,别打击我拉,['打击']
0,哈哈，鲁尼,[]
0,十二年8次,[]
0,我大隋呢,[]
0,蔡依林？,[]
0,恩视频的,[]
0,参考温格,[]
0,持枪,[]
0,共产共妻,[]
0,卖挖掘机？,[]
1,致敬煤球？,['致敬']
2,反正不喜欢,['不喜欢']
0,二楼看风向,[]
0,明明是感动,[]
0,我数错了,[]
0,+手机号码,[]
0,3mm.,[]
0,re是什么,[]
2,层主傻b,['傻b']
0,tara就是重谢,[]
2,目测票贩子,['票贩子']
0,你要充多少,[]
2,当然怪你啊,['当然怪你啊']
2,懒得吐籽？,['懒得']
2,要被绿了,['被绿了']
2,智障游戏,['智障']
0,重出江湖了,[]
0,不太懂loft,[]
0,新手入门,[]
0,METO,[]
0,太平天国的,[]
0,叫临武鸭,[]
0,子喻,[]
0,大号豌豆,[]
2,下面想吐?,['想吐']
0,巴特是？,[]
0,同款,[]
0,笨马会来？,[]
0,老哥校友？,[]
0,来度假的,[]
1,是帅到爆,['帅']
1,第一季很好,['很好']
0,左转Dota2吧,[]
1,你精神真好,['真好']
0,来拍,[]
0,正定的？,[]
2,冻也冻死了,['冻死']
0,id亮了,[]
0,詹猩猩,[]
1,来个神断句,['神']
0,@宫景岩,[]
0,偶像。,[]
0,我在家,[]
0,多币种吗,[]
0,352真蓝军,[]
0,兔子可撸,[]
0,反派？,[]
0,克劳泽,[]
2,FUCKOFF,['FUCKOFF']
0,大爷,[]
0,佩兰这名字,[]
0,不然会昏迷,[]
0,你还说什么,[]
0,分明是城管,[]
0,常凯申,[]
0,尼干叻神木,[]
0,稳如淡蓝色,[]
0,什么节奏....,[]
0,有没有正脸,[]
0,宝宝,[]
0,右一刘能,[]
0,南邮,[]
0,一万粉丝,[]
0,官宣了没,[]
0,10金雪炫,[]
0,噫苏美尔,[]
0,后母.avi,[]
0,@五彩卷,[]
0,碉堡le,[]
2,贝隆不服,['不服']
0,接机,[]
2,又tm没说你,['tm']
0,年轻了,[]
1,还没打击到,['没打击到']
1,加油兄弟,['加油']
0,地狱少女,[]
0,207还行,[]
0,当时已笑尿,[]
0,c，一路走好,[]
2,撸点甚低,['甚低']
0,子七,[]
0,真不懂啊？,[]
0,为什么不,[]
0,可以尝试,[]
0,_这楼图呢！,[]
0,利比里亚？,[]
0,这样套资源,[]
0,厨师提拔的,[]
1,相信国王,['相信']
0,咱俩真无聊,[]
0,不适合首发,[]
