emotion,text,content
0,13岁~,[]
2,13级了还水,['水']
0,14.黄灿灿,[]
0,14年前了,[]
0,14年欧洲杯,[]
0,14楼,[]
0,14獒修坦克,[]
0,14的嘛？,[]
2,14级呵呵,['呵呵']
0,14腊肉挤挤,[]
1,14，13不错！,['不错']
0,15万都多…,[]
0,15分,[]
0,15最搭,[]
0,15秒,[]
2,165的没法活,['没法活']
0,16岁之前,[]
0,170多一点点,[]
0,17w低配,[]
0,17是蛤？,[]
0,17獒艹亚金,[]
0,18.8起,[]
0,186的梅西...,[]
0,188不够？,[]
0,18岁当爹,[]
0,18希勒,[]
0,19.99是吗？,[]
0,19号2点,[]
0,19岁,[]
0,19楼,[]
0,19？不是10么,[]
0,1v5,[]
2,1W太扯,['太扯']
0,1万封顶够晒,[]
1,1不错,['不错']
0,1个跟三个比,[]
0,1中了有多少,[]
0,1亿欧元,[]
0,1和4,[]
0,1或者3,[]
0,1毛包邮不？,[]
0,1皇马站着死,[]
0,1秒钟,[]
0,1米8791年的,[]
2,1级死煞笔,['死煞笔']
0,1，多特3,[]
0,2+2炸了,[]
0,2-3个吧…,[]
0,2000带走,[]
0,2001年：菲戈,[]
0,200兆,[]
0,200斤,[]
0,2010年了吧,[]
0,2017年到期,[]
0,205楼有啊,[]
2,20cm我靠,['我靠']
0,20世纪才对,[]
0,20个保底,[]
0,20分钟左右,[]
0,20年了,[]
0,20粒乌龙？,[]
2,21艹,['艹']
0,22万,[]
0,22岁时,[]
0,22怎么了,[]
0,22曼联,[]
0,23.贝尔,[]
0,2345看图王。,[]
0,23号发布,[]
0,23楼河鸭,[]
0,2400万佣金...,[]
0,2500不用找了,[]
0,25万是税后,[]
2,25不够啊,['不够']
0,25忽必烈,[]
0,25欧元？,[]
0,"26,银狐(1993)",[]
2,2600买不起,['买不起']
2,272不如374,['不如']
0,272会硬？,[]
0,272要踢欧冠,[]
0,280一条,[]
0,298随便看,[]
0,29了,[]
0,29楼,[]
0,29秒的,[]
2,2B贤,['2B']
0,2个名宿,[]
0,2人转,[]
0,2亿01磅,[]
0,2亿不卖,[]
0,2亿吧,[]
0,2分钟过去了,[]
1,2厂的好喝,['好喝']
1,2可就666了,['666']
0,2周吧,[]
0,2和中日德兰,[]
0,2图下面那个,[]
0,2场平局,[]
0,2套,[]
1,2层稳,['稳']
0,2币,[]
0,2年了,[]
0,2年啊,[]
0,2才有戏,[]
0,2楼。,[]
2,2楼作死,['作死']
0,2欧冠,[]
0,2比8,[]
1,2比较好,['比较好']
0,2纱布,[]
0,2还是3？,[]
1,2还是经典啊,['经典']
0,2，3个,[]
0,2：1是稳单,[]
1,3-0妥妥的,['妥妥的']
0,3.俄罗斯,[]
0,300万了,[]
0,300出我吧,[]
0,305239865@qq.com,[]
0,30w能买？,[]
0,30了吧？,[]
0,30到12,[]
0,325百度,[]
0,34打附加赛,[]
0,35岁，28球,[]
0,360n4S,[]
1,360极速,['极']
0,36m英镑…,[]
0,36了,[]
0,38现在标价1E,[]
0,38轮38点,[]
0,3dh创建者,[]
0,3dm是什么网,[]
0,3fen,[]
0,3mm.,[]
0,3p还是换妻,[]
0,3p？,[]
1,3Q～,['3Q']
0,3个吧,[]
0,3个月左右吧,[]
0,3了吗,[]
0,3亿,[]
1,3分到手,['到手']
0,3分王,[]
0,3场4点球,[]
0,3天打一次,[]
0,3富力,[]
0,3次~,[]
0,3比1了,[]
0,3球,[]
0,3秒,[]
0,3级。。。,[]
0,3级慢慢来,[]
2,3输了。,['输了']
0,3逆转吗,[]
0,3，雷霆3,[]
0,3：0丹麦,[]
0,4-1曼城,[]
0,4.澳大利亚,[]
0,40000001镑,[]
0,4000万还不卖,[]
1,4096欢迎您,['欢迎']
1,4213稳如狗,['稳如狗']
0,4446万,[]
0,49、炎亚纶,[]
0,4万磅？续,[]
0,4个2带俩王,[]
0,4只小拉达,[]
0,4号是谁？,[]
0,4和6啊,[]
0,4戴维斯吧,[]
0,4月3号,[]
0,4楼呢,[]
0,5+3=8,[]
0,5.5寸,[]
0,500万拿走,[]
1,500到手,['到手']
0,500包邮,[]
0,504822489@qq.com,[]
1,527，爽啊,['爽']
0,580的。连坐,[]
0,586楼,[]
0,5L就是的,[]
0,5万多,[]
0,5个游客,[]
0,5仁不谢,[]
0,5分钟,[]
0,5毛拿好。,[]
2,5茂式忽悠,['忽悠']
0,5都不奇怪,[]
0,5，6岁吧？,[]
0,6000w欧元,[]
0,6000万镑,[]
0,62分，9场40+,[]
1,6500w谢谢,['谢谢']
1,666,['666']
0,66666啥小说,[]
2,66666城会玩,['城会玩']
1,6666很到位,['很到位']
0,6666胡建,[]
0,666@失眠梦32,[]
0,666格策？,[]
2,666那么晚,['那么晚']
0,6700k,[]
0,6p一拖五,[]
2,6也没戏了,['没戏']
0,6分怎么算的,[]
0,6华沙,[]
2,6可惜了,['可惜']
0,6号是后腰啊,[]
0,6小时,[]
1,6得一笔,['6得一笔']
1,6得飞起,['6得飞起']
0,6比1,[]
0,6沒了,[]
1,6的一比,['6的一比']
1,6的飞起,['6的飞起']
1,6的飞起。,['6的飞起']
1,6的飞起，,['6的飞起']
2,6落后啊,['落后']
2,6，不在状态,['不在状态']
2,6，破墙难矣,['难']
2,6，碌碌无为,['碌碌无为']
0,7000卖不？,[]
0,711是哪里？,[]
0,78是哪里,[]
0,798557428@qq.com,[]
0,79的,[]
0,7分或5分,[]
0,7折,[]
0,7港版32G4800,[]
1,7防守稳,['稳']
0,8.1的缝好大,[]
0,8000万卖给你,[]
0,8000万镑拿走,[]
1,8000分大神多,['大神']
0,80不能再多,[]
1,80啊.....厉害,['厉害']
0,85到90的,[]
0,87四小天鹅,[]
0,888体育,[]
0,888战舰,[]
2,888真是够了,['真是够了']
0,888路过,[]
2,88SB,['SB']
0,88，包邮。,[]
0,89年11月。,[]
0,8m左右下载,[]
2,8傻就是傻,['傻']
0,8年10级,[]
0,8年前,[]
0,8月14,[]
0,8月呢,[]
0,8级风吹的,[]
2,9.有点夸张,['夸张']
0,91days,[]
0,91是啥。。,[]
0,93就看球啊,[]
1,9527耶✌,['耶']
0,95搭8,[]
0,95球,[]
0,960换e3吗?,[]
0,96捷克,[]
0,97年,[]
0,97年的,[]
0,980一年100M,[]
0,98年听过,[]
0,98年碉堡,[]
0,99-00奥谢,[]
0,999重案追凶,[]
1,99最好用,['好用']
2,99％失败,['失败']
0,9几年的?,[]
1,9分，稳,['稳']
0,9小罗,[]
0,9是力啊,[]
0,9月1号发,[]
1,9超值啊,['超值']
0,9，怪兽,[]
0,@@亚金,[]
0,@exo偷围棋,[]
0,@lee跳跳,[]
2,@Zero怯生生,['怯生生']
0,@_八宗罪,[]
0,@一把大无尽,[]
0,@中出章泽天,[]
0,@伪装鼠,[]
0,@何艺,[]
0,@作死狂粉,[]
0,@儚幻の眞實,[]
0,@养海参喂马,[]
0,@凤凰院胸针,[]
0,@出来,[]
0,@刘星草小雨,[]
0,@北京国安,[]
0,@北京网警,[]
0,@卡基尔,[]
0,@叶问青青,[]
0,@唐嫣,[]
0,@喷血贝,[]
0,@囚王,[]
0,@土星,[]
0,@多利姐,[]
0,@多情小浪b,[]
0,@大锤,[]
0,@天下第二,[]
0,@天使☆哗丽,[]
0,@天地一瞥,[]
0,@天外玄机,[]
0,@宫景岩,[]
0,@寂寞冬菇,[]
0,@层主也绿了,[]
0,@巴萨总统,[]
0,@德里不饶仁,[]
0,@我朋友,[]
0,@戒赌吧老哥,[]
0,@打倒共,[]
0,@托奶天王,[]
0,@抠脚金,[]
0,@明眼人,[]
0,@智美,[]
0,@曼吧九千岁,[]
2,@曼吧第二傻,['傻']
0,@曼城名宿,[]
0,@曼巴第一绿,[]
2,@曼联4l傻逼,['傻逼']
0,@曼联喵～,[]
0,@权哥,[]
0,@梅长苏,[]
2,@楼主凉了,['凉了']
0,@楼主绿飞了,[]
0,@武艺,[]
0,@洛礽,[]
0,@海克西斯,[]
0,@海德沃德,[]
0,@温四哥,[]
0,@爱蛇人士,[]
0,@王铭楷,[]
0,@田雨,[]
0,@盗墓笔记吹,[]
0,@突然睁开,[]
0,@米兰,[]
0,@红魔1103,[]
0,@老婆,[]
0,@肉旦,[]
0,@花花,[]
0,@范德彪,[]
0,@落叶焚爱,[]
0,@虫王戮蛊,[]
0,@许仙地提,[]
0,@许賢DT,[]
2,@许贤傻屌,['傻屌']
0,@许贤堕胎,[]
0,@足球皇帝,[]
0,@逝去de辉煌,[]
0,@醋鸟,[]
0,@锦衣刺客FC,[]
0,@闪电狗,[]
0,@风雪夜归人,[]
0,@香克利,[]
0,@香草也香甜,[]
0,@鲁尼酱,[]
0,@鸡蛋炒一切,[]
0,a6也才30初头,[]
0,a8体育,[]
0,acfun.com,[]
0,afterschool,[]
0,aids晚期患者,[]
0,AIG呢,[]
0,air和mini3,[]
0,AKG的耳机？,[]
0,andme,[]
0,anti.,[]
0,Areyouready?,[]
0,avvcd和morok,[]
2,a你妹。。,['你妹']
0,a神换号了,[]
0,A站是哪,[]
0,A米弃将,[]
0,a老板是女的,[]
1,b2b更好～,['好']
0,b2是啥意思,[]
0,bb3题x＞2,[]
0,BB机亮眼,[]
0,bd是什么,[]
0,bj什么鬼,[]
0,Blueair呢？,[]
0,bone7和方丈,[]
0,boom！爆了！,[]
1,BT变态稳,['稳']
0,b夷陵打伤了,[]
0,b站可以看,[]
0,c#全靠.,[]
0,CBA打篮球的,[]
0,ccav笑而不语,[]
0,ccc呢,[]
0,CCTV5+,[]
0,Cfs是什么,[]
0,CF如何,[]
0,ciffob,[]
0,cls?,[]
0,cm或者lm吧,[]
2,cnm老血比,['cnm']
2,cnm黑我燕姿,['cnm']
0,coach亮了,[]
0,cod神器,[]
0,"comeon,babay",[]
0,CPU影响大麽,[]
0,CTMD乐视,[]
0,cult片,[]
2,c他妈的马桶,['他妈的']
0,c大阪。。。,[]
2,C罗好可怜,['可怜']
0,C罗巅峰已过,[]
0,C罗绝杀曼城,[]
1,C罗萌萌,['萌萌']
0,c罗黑路过,[]
0,C罗，我懂法,[]
0,dade哪队,[]
0,DB吗？,[]
0,dd。干嘛了,[]
0,dd咋了？,[]
0,DH？,[]
1,DIAOZHATIAN,['DIAOZHATIAN']
0,Dingo？,[]
0,dontcry,[]
0,doublekill！,[]
2,doushishabi,['shabi']
0,do狗你好,[]
0,dragonknight,[]
0,dt是谁,[]
0,D梅,[]
0,ebod249,[]
0,eminememinem,[]
0,exo啊,[]
2,exo煞笔,['煞笔']
0,exo的Kai,[]
0,Experience？,[]
0,F4优势明显,[]
0,F5已蓝,[]
0,fadetoblack,[]
0,FastFive,[]
0,Feman,[]
0,Fh不分,[]
0,fifa15妖人,[]
0,fifaonlinem,[]
0,fifa党在此,[]
0,FIFA里有,[]
1,fire也不错,['不错']
1,fm15挺好用的,['好用']
0,fm2015,[]
0,fm大妖人!,[]
0,fm好像-9,[]
0,fm必撸买,[]
0,FM狂魔,[]
2,fuckmancity,['fuck']
0,gameco如何？,[]
0,gap呢,[]
0,gary没这么帅,[]
0,gba吧。。,[]
0,GG什么意思,[]
0,goingdown,[]
1,GOODLUCK。,['GOODLUCK']
1,goodnews,['good']
0,gtx760？,[]
2,gun回去,['gun']
0,G团打工分钱,[]
0,G大阪。。。,[]
2,haha妈的逼,['妈的逼']
1,happy……,['happy']
0,ha李撕,[]
0,hegre是啥,[]
0,hitandrun,[]
0,howmuch?,[]
0,hulk不解释,[]
0,i8,[]
2,Iamangry.,['angry']
0,ichose9,[]
0,Icq是qq吧,[]
2,id不服,['不服']
0,id就是,[]
0,id是啥,[]
0,id暴露智商,[]
1,ID服！,['服']
0,id瞩目,[]
0,id还在吗,[]
0,if是什么,[]
0,imax没买上,[]
0,inEnglish,[]
0,ios不是unix？,[]
0,ipad会飘,[]
0,iPhone4S,[]
0,istillbelieve,[]
0,itsmylife,[]
0,it吃青春饭,[]
2,IU不服,['不服']
0,j8鱼？,[]
0,jack!,[]
0,"Jack,I'mflying",[]
2,jb算个jb？,['jb']
0,jeep呢？,[]
0,Jimmy！！！,[]
0,JJ剑圣0比5,[]
0,JJ多少厘米,[]
0,JJ大,[]
0,jj断了,[]
0,j发h的音。,[]
2,j拽拽的保罗,['拽拽的']
0,J教皇,[]
0,j是的,[]
1,J比较会做人,['会做人']
0,keyboardworrier,[]
1,Kindle好评,['好评']
0,kk都来了,[]
0,K团！！！,[]
0,lb是什么,[]
0,lgd太捞,[]
0,li呢,[]
0,Li是谁,[]
0,log(3)9+13+15=30,[]
0,loli吧的图,[]
0,love罢了,[]
0,lyg还不睡,[]
0,lz去吃过？,[]
0,LZ可还在？,[]
1,lz棒棒哒！,['棒棒哒']
0,lz火星的？,[]
0,LZ看球费电,[]
0,mac怎么绑,[]
0,made三杀啊,[]
0,malenamorgan,[]
0,Man男人,[]
0,Marvin..,[]
0,MBP很轻吗？,[]
0,MIKE。。。,[]
0,Mike亮了,[]
0,mlgb，个斑马,[]
2,MTV好卡,['MTV好卡']
0,M是百万,[]
2,nb是真丑…,['丑']
0,ni们saywhat？,[]
0,note5,[]
0,note出4了,[]
0,Nowsaymyname,[]
0,nycm入专辑,[]
0,N队孟玥,[]
0,obksem3连,[]
2,okok我傻,['傻']
0,OK咯,[]
1,OK谢谢！,['谢谢']
0,only王阳明,[]
0,orgin上买,[]
0,outlet里面有,[]
0,paulsmith,[]
2,play，我呸,['呸']
0,POP包含music,[]
0,ps帝,[]
0,p小了,[]
1,P得不错,['不错']
0,P成举马桶,[]
0,p的吧,[]
0,P的太明显了,[]
0,q50的3.7版本,[]
0,q50？,[]
0,QQ推广,[]
0,quatarykill,[]
0,rcz=日锤子？,[]
0,ReL霁等级,[]
0,Resurrection)。,[]
0,re是什么,[]
0,RM玩过,[]
0,roll一辆,[]
0,ruicheng?,[]
0,ruozhuo,[]
0,R晕不大,[]
0,s12继续跑,[]
0,S1片场,[]
0,s400,[]
0,s7或等mate9,[]
2,sb。。,['sb']
2,sb乐视,['sb']
2,sb你妈死了,['sb']
2,SB就是Sb,['sb']
2,SB我CNM,['SB\xa0\xa0CNM']
2,sb日Z,['sb']
2,sb滚回桶吧,['sb 滚']
2,sb狗,['sb']
2,sb能拖后腿,['sb\xa0']
0,scorehero,[]
0,seven？,[]
0,shita是他吗,[]
0,sky翘卡…,[]
1,sogood,['good']
0,soso知道啦~,[]
0,specialone,[]
0,spec天,[]
0,stan你好,[]
2,suckmydick,['suckmydick']
2,SUN笨死,['笨死']
0,t14?,[]
0,tdk京瓷笑了,[]
0,Thatistrue！,[]
0,therealone!,[]
0,thisismystyle,[]
2,TM才10级？,['TM']
0,TomHardy,[]
0,TOP34,[]
0,tr是啥,[]
0,U21首发,[]
0,ur，youare,[]
0,v=1/2gt²,[]
0,valdas吧好像,[]
0,vr贪新鲜,[]
0,v仔兽ex,[]
0,V社缴税,[]
0,wangzhizhi,[]
0,warming!,[]
0,weare伐木累,[]
0,whatisthis？,[]
0,who？,[]
2,win8堪称垃圾,['垃圾']
1,Win帅.,['帅']
0,wo？,[]
2,WWE不服,['不服']
0,xian吗？,[]
0,XJBT模式开启,[]
2,XO唱功太烂,['烂']
0,Yale的,[]
1,yoshi漂亮,['漂亮']
0,YouTube自己搜,[]
0,yzw杨宗纬,[]
0,Y才17岁,[]
2,zw婊子,['婊子']
0,ZW是什么？,[]
0,ZW笑了,[]
0,zz泥豪,[]
0,Z老师。,[]
0,[MONKEYFACE],[]
0,“基本”？,[]
0,……干嘛,[]
0,……节哀。,[]
0,…小猪想来,[]
0,…开灯睡吧,[]
2,…这么叼,['叼']
0,↓长传,[]
0,。。。不是,[]
2,。。。心塞,['心塞']
2,。。。泥煤,['泥煤']
0,。怎么救的,[]
0,【懒得你】,[]
0,よろしくね,[]
2,一J8甩死她,['J8']
0,一万分,[]
0,一万呢,[]
0,一个人扛着,[]
0,一个吧友,[]
0,一个套路,[]
2,一个字，呸,['呸']
0,一个学部啊,[]
0,一个性质,[]
0,一个月了,[]
0,一个礼拜,[]
0,一个赛艇,[]
0,一个道理?,[]
0,一中的吗？,[]
0,一二年级,[]
1,一亿个赞！,['赞']
0,一代圣人,[]
0,一八八,[]
0,一共49,[]
0,一冠一红！,[]
0,一剑隔世,[]
2,一听就萎,['萎']
2,一场完败,['完败']
0,一块璞玉,[]
0,一夜情q,[]
0,一字纹,[]
0,一定要朝圣,[]
0,一尾巴的事,[]
0,一岁半,[]
0,一左一右,[]
2,一帮弱智,['弱智']
0,一年不到,[]
0,一年半,[]
0,一年后再看,[]
0,一年吧,[]
0,一年是一年,[]
0,一张3不要,[]
0,一拳打死你,[]
0,一日,[]
0,一日之隔,[]
0,一栋三层,[]
0,一样哎,[]
0,一样整过,[]
0,一样电信20,[]
0,一梯两户。,[]
0,一楼一凤嘛,[]
0,一模一样啊,[]
0,一次半小时,[]
0,一步步来,[]
0,一滴风油精,[]
0,一猴保底,[]
0,一球吹一生,[]
0,一球成名啊,[]
0,一甲好友,[]
0,一直被圈,[]
0,一看就是坟,[]
0,一笔舍维奇,[]
0,一群混混,[]
2,一股风尘气,['风尘气']
0,一脚定江山,[]
2,一脸奸诈相,['奸诈']
0,一脸的粉,[]
0,一般会判吧,[]
0,一般去官商,[]
1,一般屌炸天,['屌炸天']
0,一般泡茶喝,[]
0,一般般吧,[]
0,一语,[]
0,一贯风格,[]
0,一起,[]
0,一起玩fifa吧,[]
0,一路走好,[]
0,一锤80。,[]
0,一防,[]
0,一集一百万,[]
0,一页一个字,[]
0,一黑黑2,[]
0,七仙女,[]
0,七分,[]
0,七厂，,[]
0,七窍比较好,[]
0,万一不来呢,[]
0,万一中了呢,[]
0,万一火了呢~,[]
0,万人同哭,[]
0,万州烤鱼,[]
0,万幸啊,[]
0,万科吧,[]
0,万能的曼巴,[]
2,万达都不行,['不行']
0,三三制,[]
0,三个A带5,[]
0,三个半,[]
0,三个半月,[]
0,三个月～,[]
0,三个赛季,[]
0,三个？,[]
0,三分稳,[]
0,三加十,[]
0,三十万稳了,[]
1,三哥也很帅,['帅']
0,三喵,[]
0,三喵没人了,[]
0,三国演义+1,[]
0,三圣试禅心,[]
0,三天两战,[]
0,三季稻,[]
0,三岁,[]
0,三师弟吧,[]
1,三德子牛,['牛']
2,三德子，哎,['哎']
0,三德爷！,[]
0,三德皇！,[]
1,三思而行,['三思']
0,三打怎么样,[]
0,三星note4,[]
0,三星船厂~,[]
2,三杀大瓦伦,['三杀']
0,三条命,[]
0,三楼到手,[]
0,三沙吗，。,[]
0,三沙省不谢,[]
0,三河场约,[]
0,三羊,[]
0,三胖拍拍手,[]
0,三藩市,[]
0,三角洲部队,[]
1,三连冠,['三连冠']
0,三驾马车,[]
0,上个月900😂,[]
1,上单霸王,['霸王']
0,上场了？,[]
0,上场是中吧,[]
0,上学呢,[]
0,上帝视角,[]
0,上扶苏公子,[]
0,上映没？,[]
0,上海不也是,[]
0,上海也是,[]
0,上海大学,[]
0,上海美加净,[]
0,上港球迷啰,[]
0,上班,[]
0,上班呢,[]
0,上班？,[]
0,上电视图,[]
0,上的1080？,[]
0,上紧班,[]
0,上罗梅罗,[]
0,上菊花规矩,[]
0,上规距。,[]
0,上过没,[]
0,上金强迫症,[]
0,上限赫斯基,[]
0,上面,[]
1,上面太6了。,['太6了']
0,上面有人,[]
0,下app呗。,[]
0,下一个？,[]
0,下一场谁？,[]
0,下一站婚姻,[]
2,下不为例,['下不为例']
2,下不去屌,['下不去屌']
0,下个id见,[]
2,下个id贱,['贱']
0,下周第十集,[]
2,下场要断腿,['断腿']
2,下药强奸,['下药强奸']
0,下谁呢？,[]
1,下面更好看,['好看']
0,下鲁尼~,[]
0,不一定吧？,[]
0,不上钩,[]
2,不专业,['不专业']
0,不买凯恩吗,[]
0,不会吧,[]
0,不会来的,[]
2,不会诶,['不会']
0,不信服！,[]
0,不信来看看,[]
0,不信然并卵,[]
2,不信算了,['算了']
2,不值。,['不值']
2,不入流,['不入流']
0,不冤枉啊。,[]
0,不准备停了,[]
0,不到10个油,[]
0,不动白啊,[]
0,不包括冬转,[]
2,不及格,['不及格']
0,不可气,[]
0,不可能无罪,[]
0,不可能没有,[]
0,不吃点啥吗,[]
2,不吹能死吗,['死']
0,不哭死神2代,[]
0,不喜,[]
2,不喜欢绿绿,['不喜欢']
2,不喜欢舒淇,['不喜欢']
0,不困么,[]
2,不堪回首,['不堪回首']
0,不够凶哦,[]
0,不够吧,[]
0,不够硬,[]
0,不太同意,[]
0,不太熟了。,[]
0,不好偷拍啊,[]
0,不好用？,[]
2,不如姜至鹏,['不如']
0,不如找黑鬼,[]
0,不如日,[]
0,不如梦一场,[]
0,不对是层主,[]
0,不对走走看,[]
0,不少,[]
0,不少了,[]
0,不强吗,[]
0,不得不回啊,[]
0,不急,[]
2,不想你走！,['不想']
2,不想冲钱了,['不想']
0,不感觉扎吗,[]
2,不懂(=_=),['不懂']
2,不懂了,['不懂了']
2,不懂棒球,['不懂']
0,不懂法吗？,[]
2,不懂而已,['不懂']
0,不懂车....,[]
0,不懂风情,[]
0,不拍戏了?,[]
1,不择食,['不择食']
0,不挑,[]
0,不挺好,[]
2,不搭理你,['不搭理']
0,不收?为什么,[]
0,不敢了,[]
0,不是...,[]
0,不是163吗？,[]
0,不是17岁？,[]
0,不是25号吗,[]
0,不是3秒么,[]
2,不是9.63,['不是']
0,不是BL吗？,[]
0,不是CLS吗,[]
0,不是p的,[]
0,不是tvb的,[]
0,不是一个人,[]
0,不是他唱的,[]
0,不是克莱吗,[]
0,不是印度？,[]
0,不是啦,[]
0,不是啦🙈,[]
0,不是四个？,[]
0,不是四张麽,[]
0,不是垃圾？,[]
0,不是大众ma,[]
0,不是安卓？,[]
0,不是旅游吧,[]
0,不是王晨？,[]
0,不是编辑吗,[]
0,不是羊刀嘛?,[]
0,不是虚线吗,[]
0,不是门面啊,[]
0,不是验血吗,[]
0,不是黎明吧,[]
0,不是，Quant,[]
0,不更摆你,[]
0,不會吧!,[]
0,不服不辩,[]
0,不服也要服,[]
0,不服咋的,[]
0,不服约！,[]
0,不漏点,[]
2,不灵了,['不灵了']
0,不然嘞？,[]
0,不然？,[]
2,不爆，人丑,['人丑']
0,不甜的,[]
0,不用微信么,[]
0,不用翻墙吗,[]
0,不用解释了,[]
0,不看谢谢,[]
2,不看，晕针,['晕针']
2,不知所谓,['不知所谓']
0,不知道三围,[]
0,不知道唉,[]
0,不知道送的,[]
0,不确定,[]
0,不穿球衣,[]
0,不算一线,[]
0,不算啥吧,[]
0,不算喷吧,[]
0,不算多啊,[]
0,不纵欲还好,[]
0,不续命了,[]
2,不翻译,['不']
0,不老神话,[]
0,不考虑年龄,[]
0,不能不信邪,[]
1,不能更6,['更6']
2,不能看比赛,['不能']
2,不能，，，,['不能']
0,不草,[]
0,不行的,[]
0,不要ADC,[]
0,不要买乐视,[]
0,不要停,[]
0,不要嗦出来,[]
0,不要嫉妒,[]
0,不要无脑黑,[]
0,不要用繁体,[]
0,不要阿扎尔,[]
0,不见得。。,[]
0,不见得吧！,[]
0,不觉好看,[]
0,不认识…,[]
0,不认识么,[]
2,不让进啊？,['不让进']
0,不讲七号？,[]
0,不说我懂法,[]
0,不说没发现,[]
2,不请自来的,['不请自来的']
0,不象吧,[]
0,不贵吧……,[]
0,不超过5张,[]
0,不软了。,[]
0,不这是传桶,[]
0,不进？,[]
1,不错的YY贴,['不错']
1,不错！谢谢,['不错']
1,不错，顶起,['不错']
2,不靠谱,['不靠谱']
2,不靠谱吧,['不靠谱']
0,不黑不粉,[]
0,不黑，,[]
0,与众不同呗,[]
2,丑就没法了,['丑']
2,丑死了这个,['丑死了']
2,丑狗,['丑']
0,专业人士？,[]
0,专业抱大腿,[]
0,专业水军？,[]
0,专家,[]
0,专收你,[]
0,世界足坛？,[]
0,东北德比,[]
2,东厂内战,['内战']
0,东吧的,[]
0,东坡扒灰呢,[]
0,东方教主,[]
0,东方神起？,[]
0,东来顺,[]
0,东直门？,[]
0,东莞,[]
0,东部不也没,[]
0,东风准备,[]
0,丢了啊！,[]
0,两万,[]
0,两个亿,[]
2,两个呆逼,['呆逼']
0,两个妞妞,[]
2,两个球盲,['球盲']
2,两个鸡鸡人,['鸡鸡人']
0,两回合9球,[]
0,两年。。,[]
0,两次,[]
2,两黑子,['两黑子']
0,严射,[]
0,严嵩呢？,[]
0,严魔,[]
0,並不少數,[]
0,丧失~,[]
0,个人喜欢3.5,[]
2,个子特别矮,['矮']
2,个煞笔,['个煞笔']
0,丫丫下,[]
0,丫传也行啊,[]
0,丫的什么图,[]
0,丫鬟？,[]
0,中了。。,[]
0,中了吗,[]
0,中了四五条,[]
0,中了多少,[]
0,中华民谣,[]
0,中华赌侠,[]
0,中卫？？,[]
0,中后卫买谁,[]
1,中国不是9流,['不是9流']
0,中国军队吧,[]
0,中国合伙人,[]
0,中国太阳,[]
0,中国奥乔亚,[]
0,中国好故事,[]
0,中国最多吧,[]
0,中国梅西,[]
1,中国第一,['第一']
0,中国队,[]
2,中场没硬度,['没硬度']
0,中埋伏了吧,[]
1,中山忍漂亮,['漂亮']
0,中等,[]
0,中箭虎关羽,[]
0,中超的,[]
0,中超谁要,[]
0,中超？,[]
0,中路没人打,[]
0,中间这一排,[]
0,中间靠右,[]
0,丰南,[]
0,丰臣平秀吉,[]
0,临时主帅,[]
0,临汾也是,[]
0,临沂的？,[]
0,临省吧？,[]
1,为了更牛逼,['更牛逼']
0,为了联萌,[]
0,为了部落,[]
0,为了部落。,[]
0,为什么==,[]
0,为什么不看,[]
0,为什么要买,[]
0,为什么要笑,[]
0,为何呢,[]
0,为何是3,[]
1,为何这么6,['这么6']
2,为啥作死,['作死']
0,为啥叫书记,[]
0,为啥是b？,[]
0,为啥绝了,[]
2,为啥被封,['被封']
0,为啥要封,[]
0,为啥？？？,[]
